x,pi2
24930000000,62967214
24940000000,62990161
24950000000,63013505
24960000000,63036608
24970000000,63059620
24980000000,63082703
24990000000,63105817
25000000000,63128979
25010000000,63152075
25020000000,63175117
25030000000,63197942
25040000000,63221119
25050000000,63244051
25060000000,63266980
25070000000,63289929
25080000000,63312918
25090000000,63336026
25100000000,63358743
25110000000,63381926
25120000000,63404758
25130000000,63428043
25140000000,63451089
25150000000,63474158
25160000000,63497206
25170000000,63520230
25180000000,63543311
25190000000,63566451
25200000000,63589237
25210000000,63612453
25220000000,63635608
25230000000,63658476
25240000000,63681451
25250000000,63704420
25260000000,63727206
25270000000,63750236
25280000000,63773390
25290000000,63796388
25300000000,63819084
25310000000,63842137
25320000000,63865063
25330000000,63888133
25340000000,63911207
25350000000,63934120
25360000000,63957253
25370000000,63980297
25380000000,64003347
25390000000,64026317
25400000000,64049062
25410000000,64072117
25420000000,64095020
25430000000,64117936
25440000000,64140746
25450000000,64163600
25460000000,64186687
25470000000,64209510
25480000000,64232374
25490000000,64255316
25500000000,64278234
25510000000,64301082
25520000000,64324054
25530000000,64347053
25540000000,64370119
25550000000,64393058
25560000000,64416222
25570000000,64439164
25580000000,64462135
25590000000,64485295
25600000000,64508315
25610000000,64531403
25620000000,64554075
25630000000,64577078
25640000000,64600152
25650000000,64623148
25660000000,64646146
25670000000,64669098
25680000000,64692212
25690000000,64715245
25700000000,64738103
25710000000,64760933
25720000000,64783971
25730000000,64806941
25740000000,64829970
25750000000,64852708
25760000000,64875788
25770000000,64898752
25780000000,64921707
25790000000,64944684
25800000000,64967709
25810000000,64990980
25820000000,65014039
25830000000,65036904
25840000000,65059895
25850000000,65083087
25860000000,65105837
25870000000,65128784
25880000000,65151585
25890000000,65174642
25900000000,65197538
25910000000,65220338
25920000000,65243355
25930000000,65266415
25940000000,65289277
25950000000,65312318
25960000000,65335191
25970000000,65358094
25980000000,65381126
25990000000,65403958
26000000000,65426926
26010000000,65449758
26020000000,65472661
26030000000,65495539
26040000000,65518473
26050000000,65541577
26060000000,65564465
26070000000,65587361
26080000000,65610349
26090000000,65633359
26100000000,65656479
26110000000,65679570
26120000000,65702594
26130000000,65725614
26140000000,65748435
26150000000,65771274
26160000000,65794385
26170000000,65817362
26180000000,65840208
26190000000,65863294
26200000000,65886186
26210000000,65909208
26220000000,65932182
26230000000,65955148
26240000000,65978082
26250000000,66000849
26260000000,66023906
26270000000,66046738
26280000000,66069734
26290000000,66092593
26300000000,66115464
26310000000,66138561
26320000000,66161593
26330000000,66184622
26340000000,66207737
26350000000,66230799
26360000000,66253746
26370000000,66276660
26380000000,66299819
26390000000,66322805
26400000000,66345638
26410000000,66368396
26420000000,66391333
26430000000,66414348
26440000000,66437100
26450000000,66460167
26460000000,66483028
26470000000,66505842
26480000000,66528534
26490000000,66551483
26500000000,66574330
26510000000,66597111
26520000000,66619965
26530000000,66642994
26540000000,66665981
26550000000,66688794
26560000000,66711570
26570000000,66734594
26580000000,66757106
26590000000,66779775
26600000000,66802947
26610000000,66826056
26620000000,66848766
26630000000,66871547
26640000000,66894427
26650000000,66917125
26660000000,66939961
26670000000,66962909
26680000000,66985741
26690000000,67008513
26700000000,67031431
26710000000,67054500
26720000000,67077669
26730000000,67100642
26740000000,67123399
26750000000,67146156
26760000000,67169003
26770000000,67191807
26780000000,67214744
26790000000,67237525
26800000000,67260303
26810000000,67283193
26820000000,67305920
26830000000,67328657
26840000000,67351493
26850000000,67374274
26860000000,67397393
26870000000,67420169
26880000000,67443240
26890000000,67466235
26900000000,67488827
26910000000,67511710
26920000000,67534591
26930000000,67557419
26940000000,67580400
26950000000,67603188
26960000000,67626057
26970000000,67648824
26980000000,67671743
26990000000,67694577
27000000000,67717627
27010000000,67740484
27020000000,67763229
27030000000,67786203
27040000000,67809040
27050000000,67831815
27060000000,67854689
27070000000,67877760
27080000000,67900537
27090000000,67923540
27100000000,67946257
27110000000,67968965
27120000000,67991731
27130000000,68014456
27140000000,68037362
27150000000,68060080
27160000000,68083003
27170000000,68105851
27180000000,68128867
27190000000,68151850
27200000000,68174708
27210000000,68197705
27220000000,68220457
27230000000,68243488
27240000000,68266378
27250000000,68289223
27260000000,68311902
27270000000,68334761
27280000000,68357601
27290000000,68380431
27300000000,68403332
27310000000,68426268
27320000000,68449078
27330000000,68471934
27340000000,68494774
27350000000,68517497
27360000000,68540448
27370000000,68563363
27380000000,68586135
27390000000,68609353
27400000000,68632359
27410000000,68655345
27420000000,68678248
27430000000,68701027
27440000000,68723723
27450000000,68746458
27460000000,68769534
27470000000,68792195
27480000000,68815137
27490000000,68837723
27500000000,68860661
27510000000,68883469
27520000000,68906305
27530000000,68929242
27540000000,68952212
27550000000,68975023
27560000000,68997682
27570000000,69020220
27580000000,69043272
27590000000,69066125
27600000000,69088834
27610000000,69111816
27620000000,69134670
27630000000,69157454
27640000000,69180406
27650000000,69203166
27660000000,69225875
27670000000,69248830
27680000000,69271925
27690000000,69295065
27700000000,69317915
27710000000,69340654
27720000000,69363228
27730000000,69385955
27740000000,69408900
27750000000,69431840
27760000000,69454677
27770000000,69477541
27780000000,69500385
27790000000,69523067
27800000000,69545884
27810000000,69568743
27820000000,69591532
27830000000,69614376
27840000000,69637291
27850000000,69660116
27860000000,69682989
27870000000,69705686
27880000000,69728468
27890000000,69751572
27900000000,69774254
27910000000,69797159
27920000000,69820189
27930000000,69842917
27940000000,69865695
27950000000,69888627
27960000000,69911465
27970000000,69934242
27980000000,69956986
27990000000,69980100
28000000000,70002839
28010000000,70025854
28020000000,70048695
28030000000,70071516
28040000000,70094252
28050000000,70117178
28060000000,70140002
28070000000,70162863
28080000000,70185685
28090000000,70208306
28100000000,70231307
28110000000,70254292
28120000000,70277091
28130000000,70299686
28140000000,70322547
28150000000,70345435
28160000000,70368099
28170000000,70391066
28180000000,70413867
28190000000,70436659
28200000000,70459524
28210000000,70482349
28220000000,70505205
28230000000,70528001
28240000000,70550792
28250000000,70573745
28260000000,70596631
28270000000,70619448
28280000000,70642148
28290000000,70665197
28300000000,70687991
28310000000,70710696
28320000000,70733827
28330000000,70756499
28340000000,70779326
28350000000,70802071
28360000000,70824861
28370000000,70847753
28380000000,70870578
28390000000,70893450
28400000000,70916027
28410000000,70938681
28420000000,70961226
28430000000,70984203
28440000000,71007041
28450000000,71029904
28460000000,71052809
28470000000,71075415
28480000000,71098403
28490000000,71121396
28500000000,71144403
28510000000,71167080
28520000000,71190011
28530000000,71212980
28540000000,71235864
28550000000,71258540
28560000000,71281261
28570000000,71303998
28580000000,71326689
28590000000,71349524
28600000000,71372328
28610000000,71395341
28620000000,71418267
28630000000,71441043
28640000000,71463894
28650000000,71486539
28660000000,71509199
28670000000,71532153
28680000000,71554741
28690000000,71577423
28700000000,71600090
28710000000,71622716
28720000000,71645406
28730000000,71668110
28740000000,71691063
28750000000,71713614
28760000000,71736451
28770000000,71759204
28780000000,71782164
28790000000,71804761
28800000000,71827399
28810000000,71850015
28820000000,71872654
28830000000,71895583
28840000000,71918282
28850000000,71941143
28860000000,71964151
28870000000,71987097
28880000000,72009764
28890000000,72032729
28900000000,72055438
28910000000,72078101
28920000000,72100956
28930000000,72123735
28940000000,72146745
28950000000,72169529
28960000000,72192273
28970000000,72214992
28980000000,72237859
28990000000,72260585
29000000000,72283281
29010000000,72305975
29020000000,72328834
29030000000,72351605
29040000000,72374259
29050000000,72396968
29060000000,72419707
29070000000,72442467
29080000000,72465253
29090000000,72487876
29100000000,72510447
29110000000,72533294
29120000000,72556174
29130000000,72579040
29140000000,72601744
29150000000,72624542
29160000000,72647279
29170000000,72669987
29180000000,72692849
29190000000,72715331
29200000000,72738052
29210000000,72760766
29220000000,72783718
29230000000,72806461
29240000000,72829216
29250000000,72852093
29260000000,72874912
29270000000,72897806
29280000000,72920701
29290000000,72943154
29300000000,72965808
29310000000,72988395
29320000000,73011260
29330000000,73034019
29340000000,73056633
29350000000,73079470
29360000000,73102405
29370000000,73125148
29380000000,73147820
29390000000,73170519
29400000000,73193230
29410000000,73215878
29420000000,73238315
29430000000,73261319
29440000000,73284070
29450000000,73306961
29460000000,73329516
29470000000,73352405
29480000000,73375031
29490000000,73397791
29500000000,73420480
29510000000,73443345
29520000000,73465996
29530000000,73489075
29540000000,73511714
29550000000,73534248
29560000000,73556856
29570000000,73579691
29580000000,73602373
29590000000,73624968
29600000000,73647610
29610000000,73670248
29620000000,73692696
29630000000,73715590
29640000000,73738199
29650000000,73761104
29660000000,73783898
29670000000,73806622
29680000000,73829360
29690000000,73851905
29700000000,73874594
29710000000,73897247
29720000000,73920012
29730000000,73942813
29740000000,73965584
29750000000,73988390
29760000000,74010854
29770000000,74033620
29780000000,74056443
29790000000,74079152
29800000000,74101740
29810000000,74124627
29820000000,74147257
29830000000,74169873
29840000000,74192559
29850000000,74215186
29860000000,74238145
29870000000,74261147
29880000000,74283826
29890000000,74306483
29900000000,74329117
29910000000,74352032
29920000000,74374750
29930000000,74397299
29940000000,74419989
29950000000,74442677
29960000000,74465133
29970000000,74487888
29980000000,74510319
29990000000,74533117
30000000000,74555618
30010000000,74578334
30020000000,74601164
30030000000,74623831
30040000000,74646473
30050000000,74669048
30060000000,74691676
30070000000,74714275
30080000000,74736867
30090000000,74759593
30100000000,74782113
30110000000,74804990
30120000000,74827409
30130000000,74850126
30140000000,74872838
30150000000,74895490
30160000000,74918149
30170000000,74940759
30180000000,74963393
30190000000,74986130
30200000000,75008939
30210000000,75031756
30220000000,75054221
30230000000,75077003
30240000000,75099853
30250000000,75122290
30260000000,75144918
30270000000,75167491
30280000000,75189969
30290000000,75212447
30300000000,75235075
30310000000,75257765
30320000000,75280439
30330000000,75303078
30340000000,75325591
30350000000,75348184
30360000000,75370829
30370000000,75393499
30380000000,75416102
30390000000,75438681
30400000000,75461185
30410000000,75483783
30420000000,75506434
30430000000,75529072
30440000000,75551794
30450000000,75574475
30460000000,75597157
30470000000,75619837
30480000000,75642479
30490000000,75665254
30500000000,75687845
30510000000,75710250
30520000000,75733068
30530000000,75755777
30540000000,75778371
30550000000,75801163
30560000000,75823910
30570000000,75846538
30580000000,75869225
30590000000,75891997
30600000000,75914669
30610000000,75937176
30620000000,75959874
30630000000,75982469
30640000000,76004921
30650000000,76027557
30660000000,76050295
30670000000,76072795
30680000000,76095283
30690000000,76117912
30700000000,76140640
30710000000,76163374
30720000000,76185994
30730000000,76208511
30740000000,76230973
30750000000,76253818
30760000000,76276453
30770000000,76299152
30780000000,76321644
30790000000,76344240
30800000000,76366830
30810000000,76389432
30820000000,76412060
30830000000,76434832
30840000000,76457371
30850000000,76479992
30860000000,76502810
30870000000,76525227
30880000000,76547970
30890000000,76570597
30900000000,76593005
30910000000,76615653
30920000000,76638467
30930000000,76661247
30940000000,76683838
30950000000,76706360
30960000000,76728899
30970000000,76751343
30980000000,76773905
30990000000,76796522
31000000000,76818877
31010000000,76841724
31020000000,76864047
31030000000,76886689
31040000000,76909225
31050000000,76931711
31060000000,76954371
31070000000,76976944
31080000000,76999549
31090000000,77022386
31100000000,77044970
31110000000,77067521
31120000000,77090022
31130000000,77112663
31140000000,77135135
31150000000,77157835
31160000000,77180462
31170000000,77203060
31180000000,77225686
31190000000,77248351
31200000000,77271022
31210000000,77293439
31220000000,77316161
31230000000,77338719
31240000000,77361396
31250000000,77384079
31260000000,77406577
31270000000,77429064
31280000000,77451805
31290000000,77474501
31300000000,77497105
31310000000,77519827
31320000000,77542506
31330000000,77564909
31340000000,77587695
31350000000,77610329
31360000000,77632867
31370000000,77655447
31380000000,77677869
31390000000,77700333
31400000000,77722950
31410000000,77745632
31420000000,77768234
31430000000,77791154
31440000000,77813691
31450000000,77836112
31460000000,77858695
31470000000,77881395
31480000000,77904002
31490000000,77926569
31500000000,77949038
31510000000,77971738
31520000000,77994412
31530000000,78017198
31540000000,78039721
31550000000,78062359
31560000000,78085043
31570000000,78107474
31580000000,78129866
31590000000,78152476
31600000000,78175379
31610000000,78197952
31620000000,78220679
31630000000,78243195
31640000000,78265837
31650000000,78288448
31660000000,78311231
31670000000,78333781
31680000000,78356323
31690000000,78378904
31700000000,78401342
31710000000,78424004
31720000000,78446654
31730000000,78469072
31740000000,78491513
31750000000,78514155
31760000000,78536620
31770000000,78559054
31780000000,78581679
31790000000,78604207
31800000000,78626695
31810000000,78649327
31820000000,78672114
31830000000,78694737
31840000000,78717302
31850000000,78739953
31860000000,78762570
31870000000,78785208
31880000000,78807615
31890000000,78830104
31900000000,78852594
31910000000,78875090
31920000000,78897482
31930000000,78920079
31940000000,78942663
31950000000,78965032
31960000000,78987462
31970000000,79009997
31980000000,79032684
31990000000,79055130
32000000000,79078021
32010000000,79100561
32020000000,79123188
32030000000,79145680
32040000000,79168230
32050000000,79190870
32060000000,79213561
32070000000,79235972
32080000000,79258425
32090000000,79281038
32100000000,79303694
32110000000,79325967
32120000000,79348504
32130000000,79371084
32140000000,79393686
32150000000,79416161
32160000000,79438625
32170000000,79461297
32180000000,79483759
32190000000,79506188
32200000000,79528731
32210000000,79551232
32220000000,79573712
32230000000,79596296
32240000000,79618790
32250000000,79641402
32260000000,79664051
32270000000,79686579
32280000000,79709356
32290000000,79731822
32300000000,79754589
32310000000,79777314
32320000000,79799881
32330000000,79822452
32340000000,79844801
32350000000,79867563
32360000000,79890090
32370000000,79912580
32380000000,79934958
32390000000,79957423
32400000000,79979960
32410000000,80002665
32420000000,80025159
32430000000,80047617
32440000000,80070280
32450000000,80092766
32460000000,80115339
32470000000,80137998
32480000000,80160539
32490000000,80183086
32500000000,80205565
32510000000,80228281
32520000000,80250798
32530000000,80273378
32540000000,80295738
32550000000,80318133
32560000000,80340639
32570000000,80363316
32580000000,80385826
32590000000,80408345
32600000000,80430888
32610000000,80453217
32620000000,80475681
32630000000,80498499
32640000000,80520922
32650000000,80543291
32660000000,80565676
32670000000,80588211
32680000000,80610618
32690000000,80633272
32700000000,80655974
32710000000,80678577
32720000000,80701114
32730000000,80723655
32740000000,80746226
32750000000,80768824
32760000000,80791610
32770000000,80814307
32780000000,80836756
32790000000,80859184
32800000000,80881482
32810000000,80903952
32820000000,80926402
32830000000,80948825
32840000000,80971496
32850000000,80993962
32860000000,81016358
32870000000,81038916
32880000000,81061417
32890000000,81083715
32900000000,81106038
32910000000,81128617
32920000000,81150816
32930000000,81173149
32940000000,81195890
32950000000,81218359
32960000000,81240942
32970000000,81263523
32980000000,81286082
32990000000,81308492
33000000000,81331281
33010000000,81353801
33020000000,81376248
33030000000,81398695
33040000000,81421107
33050000000,81443635
33060000000,81466165
33070000000,81488621
33080000000,81511146
33090000000,81533394
33100000000,81555774
33110000000,81578135
33120000000,81600700
33130000000,81623364
33140000000,81645902
33150000000,81668485
33160000000,81691150
33170000000,81713679
33180000000,81736223
33190000000,81758746
33200000000,81781090
33210000000,81803701
33220000000,81826252
33230000000,81848649
33240000000,81871180
33250000000,81893813
33260000000,81916375
33270000000,81938956
33280000000,81961565
33290000000,81984006
33300000000,82006145
33310000000,82028794
33320000000,82051424
33330000000,82074007
33340000000,82096405
33350000000,82118634
33360000000,82141211
33370000000,82163664
33380000000,82186154
33390000000,82208569
33400000000,82231145
33410000000,82253615
33420000000,82276161
33430000000,82298361
33440000000,82320970
33450000000,82343684
33460000000,82366097
33470000000,82388576
33480000000,82410879
33490000000,82433116
33500000000,82455676
33510000000,82478133
33520000000,82500717
33530000000,82523034
33540000000,82545525
33550000000,82567902
33560000000,82590217
33570000000,82612607
33580000000,82635024
33590000000,82657507
33600000000,82679860
33610000000,82702188
33620000000,82724851
33630000000,82747191
33640000000,82769483
33650000000,82791936
33660000000,82814399
33670000000,82836991
33680000000,82859576
33690000000,82881956
33700000000,82904413
33710000000,82926832
33720000000,82949332
33730000000,82971833
33740000000,82994356
33750000000,83016966
33760000000,83039416
33770000000,83061761
33780000000,83084341
33790000000,83106667
33800000000,83129150
33810000000,83151597
33820000000,83174135
33830000000,83196764
33840000000,83219241
33850000000,83241626
33860000000,83263997
33870000000,83286322
33880000000,83308921
33890000000,83331257
33900000000,83353712
33910000000,83376120
33920000000,83398635
33930000000,83421146
33940000000,83443418
33950000000,83465735
33960000000,83488061
33970000000,83510563
33980000000,83533100
33990000000,83555535
34000000000,83577878
34010000000,83600160
34020000000,83622689
34030000000,83645238
34040000000,83667552
34050000000,83690070
34060000000,83712228
34070000000,83734457
34080000000,83756710
34090000000,83779299
34100000000,83801625
34110000000,83823750
34120000000,83846002
34130000000,83868358
34140000000,83890857
34150000000,83913364
34160000000,83935907
34170000000,83958503
34180000000,83980878
34190000000,84003357
34200000000,84025670
34210000000,84048205
34220000000,84070733
34230000000,84093104
34240000000,84115346
34250000000,84138009
34260000000,84160505
34270000000,84183062
34280000000,84205581
34290000000,84228077
34300000000,84250715
34310000000,84273197
34320000000,84295601
34330000000,84317892
34340000000,84340372
34350000000,84362535
34360000000,84385070
34370000000,84407482
34380000000,84430123
34390000000,84452618
34400000000,84475055
34410000000,84497512
34420000000,84520005
34430000000,84542553
34440000000,84565156
34450000000,84587601
34460000000,84610005
34470000000,84632442
34480000000,84654845
34490000000,84677269
34500000000,84699631
34510000000,84722013
34520000000,84744356
34530000000,84766765
34540000000,84789222
34550000000,84811610
34560000000,84833791
34570000000,84856383
34580000000,84878868
34590000000,84901190
34600000000,84923607
34610000000,84945968
34620000000,84968169
34630000000,84990533
34640000000,85013261
34650000000,85035645
34660000000,85058188
34670000000,85080544
34680000000,85102846
34690000000,85125011
34700000000,85147311
34710000000,85169847
34720000000,85192076
34730000000,85214405
34740000000,85236824
34750000000,85258999
34760000000,85281443
34770000000,85303747
34780000000,85326260
34790000000,85348530
34800000000,85370866
34810000000,85393169
34820000000,85415585
34830000000,85437997
34840000000,85460290
34850000000,85482740
34860000000,85505079
34870000000,85527350
34880000000,85549743
34890000000,85572177
34900000000,85594675
34910000000,85617044
34920000000,85639587
34930000000,85661939
34940000000,85684295
34950000000,85706875
34960000000,85729209
34970000000,85751465
34980000000,85773695
34990000000,85796079
35000000000,85818596
35010000000,85841001
35020000000,85863288
35030000000,85885851
35040000000,85908151
35050000000,85930581
35060000000,85952936
35070000000,85975378
35080000000,85997662
35090000000,86020068
35100000000,86042545
35110000000,86064881
35120000000,86087373
35130000000,86109998
35140000000,86132382
35150000000,86154638
35160000000,86177108
35170000000,86199490
35180000000,86221557
35190000000,86244216
35200000000,86266591
35210000000,86289152
35220000000,86311680
35230000000,86333940
35240000000,86356360
35250000000,86378659
35260000000,86400925
35270000000,86423380
35280000000,86445735
35290000000,86468093
35300000000,86490477
35310000000,86512806
35320000000,86535141
35330000000,86557555
35340000000,86580179
35350000000,86602610
35360000000,86625058
35370000000,86647347
35380000000,86669692
35390000000,86692179
35400000000,86714458
35410000000,86736786
35420000000,86759258
35430000000,86781784
35440000000,86804127
35450000000,86826564
35460000000,86849122
35470000000,86871670
35480000000,86894036
35490000000,86916441
35500000000,86938787
35510000000,86961134
35520000000,86983474
35530000000,87005959
35540000000,87028137
35550000000,87050507
35560000000,87072862
35570000000,87095172
35580000000,87117495
35590000000,87139720
35600000000,87162244
35610000000,87184610
35620000000,87206961
35630000000,87229222
35640000000,87251533
35650000000,87273833
35660000000,87296099
35670000000,87318531
35680000000,87341177
35690000000,87363338
35700000000,87385600
35710000000,87408020
35720000000,87430403
35730000000,87452870
35740000000,87474979
35750000000,87497530
35760000000,87519937
35770000000,87542225
35780000000,87564518
35790000000,87586944
35800000000,87609394
35810000000,87631610
35820000000,87654009
35830000000,87676243
35840000000,87698701
35850000000,87720943
35860000000,87743344
35870000000,87765916
35880000000,87788208
35890000000,87810352
35900000000,87832829
35910000000,87855126
35920000000,87877312
35930000000,87899640
35940000000,87922071
35950000000,87944575
35960000000,87967029
35970000000,87989175
35980000000,88011691
35990000000,88033879
36000000000,88056138
36010000000,88078356
36020000000,88100916
36030000000,88123225
36040000000,88145599
36050000000,88168223
36060000000,88190662
36070000000,88212996
36080000000,88235425
36090000000,88257681
36100000000,88279978
36110000000,88302256
36120000000,88324626
36130000000,88346896
36140000000,88369328
36150000000,88391583
36160000000,88414085
36170000000,88436479
36180000000,88458744
36190000000,88480900
36200000000,88503375
36210000000,88525659
36220000000,88547952
36230000000,88570288
36240000000,88592556
36250000000,88614692
36260000000,88637049
36270000000,88659493
36280000000,88682098
36290000000,88704540
36300000000,88726640
36310000000,88748964
36320000000,88771372
36330000000,88793775
36340000000,88816116
36350000000,88838440
36360000000,88860915
36370000000,88883324
36380000000,88905531
36390000000,88927597
36400000000,88950018
36410000000,88972367
36420000000,88994698
36430000000,89016772
36440000000,89039192
36450000000,89061789
36460000000,89083891
36470000000,89106204
36480000000,89128430
36490000000,89150791
36500000000,89173208
36510000000,89195365
36520000000,89217828
36530000000,89240285
36540000000,89262516
36550000000,89285007
36560000000,89307260
36570000000,89329552
36580000000,89351933
36590000000,89374204
36600000000,89396536
36610000000,89418677
36620000000,89440978
36630000000,89463420
36640000000,89485727
36650000000,89508002
36660000000,89530304
36670000000,89552658
36680000000,89575130
36690000000,89597407
36700000000,89619776
36710000000,89642034
36720000000,89664251
36730000000,89686376
36740000000,89708830
36750000000,89730943
36760000000,89753329
36770000000,89775825
36780000000,89797948
36790000000,89820098
36800000000,89842491
36810000000,89864954
36820000000,89887348
36830000000,89909526
36840000000,89931972
36850000000,89954315
36860000000,89976766
36870000000,89998949
36880000000,90021178
36890000000,90043489
36900000000,90065881
36910000000,90088307
36920000000,90110688
36930000000,90132954
36940000000,90155260
36950000000,90177330
36960000000,90199742
36970000000,90222076
36980000000,90244158
36990000000,90266416
37000000000,90288645
37010000000,90311080
37020000000,90333417
37030000000,90355746
37040000000,90378021
37050000000,90400305
37060000000,90422491
37070000000,90444644
37080000000,90467006
37090000000,90489236
37100000000,90511583
37110000000,90533901
37120000000,90556277
37130000000,90578464
37140000000,90600923
37150000000,90623369
37160000000,90645544
37170000000,90667608
37180000000,90690119
37190000000,90712456
37200000000,90734714
37210000000,90757126
37220000000,90779520
37230000000,90801752
37240000000,90824002
37250000000,90846402
37260000000,90868806
37270000000,90890996
37280000000,90913281
37290000000,90935743
37300000000,90958004
37310000000,90980327
37320000000,91002671
37330000000,91025022
37340000000,91047469
37350000000,91069681
37360000000,91091950
37370000000,91114300
37380000000,91136709
37390000000,91158675
37400000000,91181032
37410000000,91203197
37420000000,91225464
37430000000,91247487
37440000000,91269833
37450000000,91292391
37460000000,91314602
37470000000,91336687
37480000000,91359151
37490000000,91381605
37500000000,91403684
37510000000,91426214
37520000000,91448421
37530000000,91470476
37540000000,91492576
37550000000,91514926
37560000000,91537213
37570000000,91559288
37580000000,91581606
37590000000,91603988
37600000000,91626367
37610000000,91648563
37620000000,91671019
37630000000,91693340
37640000000,91715588
37650000000,91737890
37660000000,91760021
37670000000,91782252
37680000000,91804426
37690000000,91826491
37700000000,91848692
37710000000,91871048
37720000000,91893406
37730000000,91915356
37740000000,91937603
37750000000,91959734
37760000000,91981986
37770000000,92004274
37780000000,92026515
37790000000,92048682
37800000000,92070890
37810000000,92092996
37820000000,92114991
37830000000,92137249
37840000000,92159408
37850000000,92181612
37860000000,92204067
37870000000,92226450
37880000000,92248708
37890000000,92271028
37900000000,92293187
37910000000,92315593
37920000000,92337885
37930000000,92359863
37940000000,92382163
37950000000,92404373
37960000000,92426529
37970000000,92448557
37980000000,92470720
37990000000,92493059
38000000000,92515564
38010000000,92537972
38020000000,92560434
38030000000,92582729
38040000000,92605109
38050000000,92627329
38060000000,92649573
38070000000,92671612
38080000000,92694000
38090000000,92716187
38100000000,92738238
38110000000,92760483
38120000000,92782667
38130000000,92804901
38140000000,92827130
38150000000,92849527
38160000000,92871845
38170000000,92894149
38180000000,92916352
38190000000,92938534
38200000000,92960648
38210000000,92983043
38220000000,93005174
38230000000,93027387
38240000000,93049645
38250000000,93071751
38260000000,93094141
38270000000,93116320
38280000000,93138457
38290000000,93160814
38300000000,93183331
38310000000,93205722
38320000000,93227715
38330000000,93250017
38340000000,93272283
38350000000,93294472
38360000000,93316727
38370000000,93338969
38380000000,93361260
38390000000,93383778
38400000000,93405748
38410000000,93428149
38420000000,93450446
38430000000,93472856
38440000000,93494712
38450000000,93516628
38460000000,93538458
38470000000,93560768
38480000000,93583156
38490000000,93605516
38500000000,93627773
38510000000,93649934
38520000000,93671985
38530000000,93694138
38540000000,93716056
38550000000,93738192
38560000000,93760635
38570000000,93782834
38580000000,93805074
38590000000,93827394
38600000000,93849765
38610000000,93871837
38620000000,93893792
38630000000,93915878
38640000000,93938010
38650000000,93960291
38660000000,93982509
38670000000,94004989
38680000000,94027165
38690000000,94049568
38700000000,94071648
38710000000,94093858
38720000000,94116168
38730000000,94138213
38740000000,94160469
38750000000,94182668
38760000000,94204792
38770000000,94227051
38780000000,94249218
38790000000,94271598
38800000000,94293771
38810000000,94315835
38820000000,94337968
38830000000,94360162
38840000000,94382507
38850000000,94404610
38860000000,94426728
38870000000,94449064
38880000000,94471223
38890000000,94493088
38900000000,94515329
38910000000,94537347
38920000000,94559638
38930000000,94581793
38940000000,94603643
38950000000,94625878
38960000000,94648282
38970000000,94670494
38980000000,94692957
38990000000,94715216
39000000000,94737492
39010000000,94759853
39020000000,94782208
39030000000,94804311
39040000000,94826672
39050000000,94848719
39060000000,94870736
39070000000,94892767
39080000000,94914886
39090000000,94937170
39100000000,94959485
39110000000,94981695
39120000000,95003602
39130000000,95025901
39140000000,95048254
39150000000,95070531
39160000000,95092771
39170000000,95115178
39180000000,95137289
39190000000,95159459
39200000000,95181899
39210000000,95204196
39220000000,95226376
39230000000,95248446
39240000000,95270607
39250000000,95292902
39260000000,95315020
39270000000,95337457
39280000000,95359444
39290000000,95381758
39300000000,95404288
39310000000,95426474
39320000000,95448651
39330000000,95470851
39340000000,95493094
39350000000,95514985
39360000000,95536945
39370000000,95559318
39380000000,95581494
39390000000,95603760
39400000000,95626063
39410000000,95648172
39420000000,95670451
39430000000,95692690
39440000000,95714964
39450000000,95737171
39460000000,95759266
39470000000,95781408
39480000000,95803509
39490000000,95825739
39500000000,95847674
39510000000,95869979
39520000000,95892232
39530000000,95914032
39540000000,95936206
39550000000,95958346
39560000000,95980471
39570000000,96002515
39580000000,96024618
39590000000,96046930
39600000000,96069226
39610000000,96091480
39620000000,96113915
39630000000,96136065
39640000000,96158365
39650000000,96180286
39660000000,96202418
39670000000,96224619
39680000000,96246712
39690000000,96268826
39700000000,96290876
39710000000,96313135
39720000000,96335272
39730000000,96357605
39740000000,96379769
39750000000,96402025
39760000000,96424340
39770000000,96446512
39780000000,96468428
39790000000,96490655
39800000000,96512748
39810000000,96534789
39820000000,96557123
39830000000,96579183
39840000000,96601344
39850000000,96623489
39860000000,96645765
39870000000,96668072
39880000000,96690432
39890000000,96712648
39900000000,96734978
39910000000,96757170
39920000000,96779228
39930000000,96801371
39940000000,96823390
39950000000,96845702
39960000000,96867964
39970000000,96890309
39980000000,96912458
39990000000,96934569
40000000000,96956707
40010000000,96978911
40020000000,97000901
40030000000,97022891
40040000000,97045271
40050000000,97067272
40060000000,97089349
40070000000,97111472
40080000000,97133523
40090000000,97155821
40100000000,97177956
40110000000,97200087
40120000000,97222048
40130000000,97244253
40140000000,97266378
40150000000,97288422
40160000000,97310674
40170000000,97332575
40180000000,97354842
40190000000,97377050
40200000000,97399290
40210000000,97421529
40220000000,97443570
40230000000,97465841
40240000000,97487980
40250000000,97510006
40260000000,97532145
40270000000,97554437
40280000000,97576587
40290000000,97598488
40300000000,97620801
40310000000,97642843
40320000000,97665124
40330000000,97687409
40340000000,97709406
40350000000,97731637
40360000000,97753833
40370000000,97775818
40380000000,97798202
40390000000,97820280
40400000000,97842491
40410000000,97864782
40420000000,97886772
40430000000,97908944
40440000000,97931239
40450000000,97953260
40460000000,97975148
